,visitors,exhibitors,lat,lng,iata,distance
0,12500.0,300.0,40.607904,-74.707776,NYC,46.44091566416956
1,3000.0,300.0,52.5170365,13.3888599,BER,8.325486463447099
2,0,0,51.3693929,-0.3654406,LON,13.092842447617079
3,400.0,20.0,52.009345,-0.734906,LON,29.24976688732062
4,0,0,36.1662859,-115.149225,LAS,9.586564101236519
5,0,0,51.483596,-0.481205,LON,1.9667724976143341
6,0,0,25.7742658,-80.1936589,MIA,9.932252308728602
7,0,0,40.7308619,-73.9871558,NYC,10.938998375331492
8,0,20.0,51.48238,-0.450463,LON,1.5322131854952603
9,0,30.0,25.798993,-80.126862,MIA,16.405511214078665
10,0,0,41.8933203,12.4829321,ROM,13.96728345045333
11,0,30.0,51.500981,-0.119267,LON,12.090788727633855
12,12500.0,300.0,40.788275,-74.042286,NYC,14.340124593026587
13,3000.0,300.0,53.48095,-2.627852,MAN,27.33418096394377
14,0,30.0,47.613461,-122.350958,SEA,18.55643843883743
15,0,60.0,47.6060901,-122.5353510032,SEA,24.37106240749973
16,0,30.0,25.247954,55.345317,DXB,1.993297429844846
17,0,0,1.3408528,103.8784468637,SIN,12.887602867904425
18,3600.0,0,40.7308619,-73.9871558,NYC,10.938998375331492
19,0,30.0,37.981396,23.735086,ATH,19.02920879710659
20,28302.0,0,13.7397107,100.5112057,BKK,21.830324113489038
21,3000.0,300.0,37.699933,-121.918112,SFO,41.213501578109785
22,0,30.0,40.766656,-73.978817,NYC,9.021259170843871
23,12500.0,300.0,19.10868,72.824363,BOM,5.085320144911792
24,0,30.0,53.4054719,-2.9805392,MAN,47.15355846038506
25,0,30.0,40.705517,-74.005446,NYC,13.74043009846459
26,0,0,40.67,-73.94,NYC,13.204139710302696
27,35000.0,70.0,51.520974,-0.072504,LON,9.012723463461013
28,2562.0,0,50.1106444,8.6820917,FRA,11.715980214244063
29,0,60.0,40.755328,-73.981911,NYC,9.52189072917779
30,3000.0,300.0,52.500299,13.520748,BER,13.377046880882554
31,0,30.0,13.745465,100.565369,BKK,19.120438431035787
32,0,30.0,36.011226,-115.17524,LAS,7.938448494402964
33,0,0,40.76243,-73.97836,NYC,9.05669673503011
34,0,30.0,22.277686,114.16608,HKG,26.06405229742334
35,0,30.0,40.728115,-73.957805,NYC,9.016866010495624
36,35000.0,0,34.040542,-118.2555,LAX,17.7907336294621
37,1600.0,300.0,1.255179,103.821811,SIN,21.863830575087906
38,0,30.0,36.116169,-115.174499,LAS,4.49119950429803
39,0,30.0,36.135998,-115.151513,LAS,6.215615928786178
40,0,30.0,51.518759,-0.1446,LON,13.912730750195472
41,12500.0,300.0,33.765264,-118.189339,LAX,28.21520550039038
42,3000.0,300.0,22.535758,114.061981,HKG,29.403490784385102
43,3000.0,300.0,40.429399,-74.476132,NYC,39.11983449314754
44,12500.0,300.0,13.914608,100.548274,BKK,6.34261495902974
45,3000.0,300.0,37.7021521,-121.9357918,SFO,39.752302583753384
46,0,0,47.610502,-122.333266,SEA,18.050251463276084
47,0,30.0,13.742812,100.549696,BKK,19.867590191529477
48,0,0,37.794372,-122.395843,SFO,19.586549767033123
49,0,30.0,1.305891,103.82942,SIN,18.947372002806844
50,4900.0,30.0,1.3408528,103.8784468637,SIN,12.887602867904425
51,0,30.0,51.52554,-0.137872,LON,13.553586128600825
52,0,0,51.498795,-0.191931,LON,17.126422884952326
53,0,30.0,51.522938,-0.130821,LON,13.026372406537318
54,0,30.0,36.12649,-115.165739,LAS,5.303837692382228
55,0,0,41.91067,12.51494,ROM,14.03350897361116
56,1800.0,0,36.116169,-115.174499,LAS,4.49119950429803
57,0,30.0,34.052577,-118.250514,LAX,18.98909885543638
58,12500.0,45.0,36.067206,-115.042443,LAS,9.950268601042904
59,0,0,37.965268,-122.068109,SFO,47.00744517749829
60,7000.0,110.0,51.500222,-0.129027,LON,12.769387690694233
61,0,0,47.6038321,-122.3300624,SEA,17.28889278209679
62,0,30.0,52.5170365,13.3888599,BER,8.325486463447099
63,12500.0,300.0,50.12494,8.67184,FRA,12.489724356572356
64,0,30.0,52.513979,13.335398,BER,6.0211191643472874
65,0,20.0,51.500222,-0.129027,LON,12.769387690694233
66,12500.0,300.0,40.788275,-74.042286,NYC,14.340124593026587
67,0,30.0,40.760697,-73.985233,NYC,9.661326121543704
68,0,30.0,48.8566101,2.3514992,PAR,14.157723779265218
69,90000.0,400.0,33.765264,-118.189339,LAX,28.21520550039038
70,3000.0,300.0,51.764154,-0.580523,LON,19.07372058559033
71,0,0,51.494248,-0.141821,LON,13.698574909144025
72,3000.0,300.0,39.502824,-0.428345,VLC,4.812704833618518
73,0,0,1.305104,103.832837,SIN,18.604237659477068
74,0,30.0,51.536619,-0.12459,LON,12.922930882965044
75,0,0,-33.864497,151.209944,SYD,9.56941047067877
76,0,30.0,52.506927,13.345468,BER,7.050005764307072
77,0,30.0,33.799099,-117.916141,LAX,48.128659602410714
78,0,30.0,1.3408528,103.8784468637,SIN,12.887602867904425
79,0,0,22.283219,114.173103,HKG,26.707046505089416
80,0,0,52.456101,13.298178,BER,11.541492149420995
81,0,0,36.1662859,-115.149225,LAS,9.586564101236519
82,0,30.0,51.519332,-0.119588,LON,12.201222398371
83,0,0,53.476566,-2.246441,MAN,13.792243550686814
84,0,30.0,51.257668,-0.895734,LON,38.30940590949518
85,3000.0,300.0,51.872814,-0.214842,LON,10.539444021409079
86,0,30.0,40.7308619,-73.9871558,NYC,10.938998375331492
87,0,0,40.745579,-74.007698,NYC,11.909454047233448
88,22798.0,0,41.3828939,2.1774322,BCN,12.62067564232171
89,3000.0,100.0,51.7967047,0.5793388821,LON,25.612947381357873
90,0,30.0,49.010502,2.557504,PAR,0.6039286578551687
91,0,30.0,40.739516,-73.973737,NYC,9.493461134548754
92,3000.0,300.0,53.459813,-2.217177,MAN,12.405271291365782
93,0,30.0,47.60806,-122.333935,SEA,17.78534342253317
94,0,30.0,52.518325,13.388244,BER,8.210071663078335
95,0,30.0,22.192295,113.553686,HKG,39.380427856793716
96,0,30.0,-33.873366,151.199391,SYD,8.347212331527212
97,0,0,25.772391,-80.185541,MIA,10.77089997484639
98,0,0,51.512675,-0.137783,LON,13.386283261965039
99,0,30.0,47.611727,-122.332914,SEA,18.183143848985758
100,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
101,3000.0,30.0,48.880062,2.284433,PAR,15.171693394868717
102,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
103,0,30.0,40.758573,-73.989548,NYC,10.064420485901215
104,0,0,37.9841493,23.7279843,ATH,19.71051345142216
105,0,30.0,36.116169,-115.174499,LAS,4.49119950429803
106,0,0,37.784718,-122.408717,SFO,18.66428927200081
107,24000.0,160.0,19.095637,72.853942,BOM,1.6569130163247046
108,0,0,40.758142,-73.98506,NYC,9.705247098697718
109,0,30.0,33.946501,-118.390763,LAX,1.6508044130623074
110,35000.0,0,1.3408528,103.8784468637,SIN,12.887602867904425
111,35000.0,0,36.131998,-115.151681,LAS,5.770753335580742
112,35000.0,0,47.611727,-122.332914,SEA,18.183143848985758
113,3000.0,300.0,36.131998,-115.151681,LAS,5.770753335580742
114,0,30.0,51.518759,-0.1446,LON,13.912730750195472
115,1200.0,100.0,51.508905,-0.08407,LON,9.65256107508267
116,0,40.0,25.223503,55.349906,DXB,3.568946051649087
117,0,30.0,25.253167,55.327996,DXB,3.6612128202444363
118,0,30.0,36.1662859,-115.149225,LAS,9.586564101236519
119,0,0,50.115783,8.687259,FRA,12.386047815536488
120,0,30.0,40.760697,-73.985233,NYC,9.661326121543704
121,35000.0,0,25.311446,55.37072,DXB,6.552035620700543
122,0,30.0,25.823978,-80.121498,MIA,17.270580927525526
123,0,0,1.304255,103.823969,SIN,19.579804671644993
124,3150.0,0,50.0833,8.25,FRA,23.548626316182308
125,12500.0,300.0,53.395505,-2.990283,MAN,47.67981238294765
126,3000.0,300.0,52.31393,13.608253,BER,9.375738601031522
127,12500.0,300.0,51.508905,-0.08407,LON,9.65256107508267
128,0,30.0,22.277686,114.16608,HKG,26.06405229742334
129,0,0,13.738378,100.532053,BKK,20.99487466266829
130,0,30.0,50.116131,8.673134,FRA,11.762254898399178
131,0,0,36.116441,-115.170792,LAS,4.379360094399528
132,0,30.0,36.121196,-115.174074,LAS,4.9813451899054595
133,0,0,22.304816,114.180458,HKG,27.312292929957405
134,12500.0,300.0,37.903063,-122.060801,SFO,41.95935185123824
135,0,30.0,50.821544,-0.148956,LON,36.42659608615767
136,0,0,53.46685,-2.233884,MAN,12.872902738450549
137,0,30.0,40.758573,-73.989548,NYC,10.064420485901215
138,35000.0,0,47.615916,-122.191856,SEA,20.538246862286165
139,3000.0,300.0,51.275537,-0.761041,LON,30.024852898044376
140,0,30.0,51.535472,-0.104971,LON,11.584052066306716
141,0,30.0,25.068742,55.134043,DXB,30.925240716439166
142,25000.0,1700.0,19.151349,72.855393,BOM,7.089107039566699
143,0,30.0,21.021452,105.817828,HAN,22.23945137914677
144,0,0,52.214088,0.099444,LON,37.748915887185
145,35000.0,0,40.500206,-74.347009,NYC,26.150475642471573
146,0,60.0,26.002866,-80.286616,MIA,23.31725864011491
147,0,0,51.258449,0.617101,LON,35.2212966474396
148,3000.0,300.0,52.5170365,13.3888599,BER,8.325486463447099
149,0,30.0,36.12649,-115.165739,LAS,5.303837692382228
150,0,0,36.1662859,-115.149225,LAS,9.586564101236519
151,0,0,25.7929198,-80.1353006,MIA,15.548464251627024
152,0,30.0,51.526625,-0.13227,LON,13.192483113178863
153,0,0,41.433979,-8.544731,OPO,23.608461850413548
154,3000.0,300.0,52.505872,13.274884,BER,6.047849721754122
155,0,0,51.509032,-0.142169,LON,13.67152379247201
156,0,30.0,-33.8548157,151.2164539,SYD,10.783489079707433
157,0,0,51.511182,-0.076316,LON,9.130813252586568
158,3000.0,300.0,51.501555,-0.174985,LON,15.943144205309245
159,0,30.0,1.3408528,103.8784468637,SIN,12.887602867904425
160,0,30.0,40.755422,-73.972692,NYC,8.770589703534315
161,0,0,51.513137,-0.116883,LON,11.94648579285208
162,0,30.0,48.822009,2.332717,PAR,11.49416869782481
163,0,0,13.743456,100.52956,BKK,20.58285289941137
164,0,0,51.5073219,-0.1276474,LON,12.662423481473173
165,34000.0,1900.0,22.319417,113.940675,HKG,2.8883376025057346
166,0,30.0,-33.874625,151.221851,SYD,8.960558335910129
167,0,30.0,-33.870665,151.207442,SYD,8.845703099855523
168,0,0,51.50846,0.029846,LON,1.7949006937740153
169,3000.0,300.0,25.820812,-80.121037,MIA,17.249911495484042
170,0,0,34.05223,-118.24368,LAX,19.450798060435236
171,0,0,41.3825,2.1769444444444,BCN,12.560924710317776
172,0,30.0,51.517485,-0.145271,LON,13.944612159602157
173,12500.0,300.0,40.780933,-73.977723,NYC,8.861422030825699
174,0,0,51.548501,-0.02262,LON,7.219259826463466
175,12500.0,300.0,33.78538945,-118.1580493153,LAX,28.94485454391826
176,0,0,40.7308619,-73.9871558,NYC,10.938998375331492
177,159267.0,0,13.7397107,100.5112057,BKK,21.830324113489038
178,0,0,25.991733,-80.117823,MIA,28.036972908495972
179,0,30.0,25.0750095,55.1887608818,DXB,26.519608774126315
180,0,0,-33.881907,151.209405,SYD,7.738740198998074
181,0,30.0,40.7308619,-73.9871558,NYC,10.938998375331492
182,0,30.0,-33.871841,151.207886,SYD,8.735082542646175
183,0,30.0,53.475435,-2.245923,MAN,13.672470113540625
184,0,30.0,51.52975,-0.12575,LON,12.817691270362971
185,3000.0,300.0,39.502824,-0.428345,VLC,4.812704833618518
186,3000.0,300.0,40.783798,-73.421884,NYC,34.08612242348574
187,12500.0,300.0,40.896394,-73.974123,NYC,15.767586964173015
188,0,30.0,1.30121,103.852531,SIN,16.643118250235933
189,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
190,35000.0,0,51.54149,-0.102537,LON,11.636428088392837
191,0,30.0,40.760697,-73.985233,NYC,9.661326121543704
192,12500.0,300.0,47.18227,-122.296801,SEA,29.673418011227337
193,0,0,50.049098,8.218767,FRA,25.183489660212583
194,3000.0,300.0,22.283219,114.173103,HKG,26.707046505089416
195,0,8.0,1.290249,103.835135,SIN,18.876485757654482
196,0,30.0,25.81752,-80.122498,MIA,17.04434576194182
197,0,0,-33.865418,151.208917,SYD,9.442363885963257
198,0,30.0,-33.8548157,151.2164539,SYD,10.783489079707433
199,0,0,1.351238,103.687743,SIN,34.04529513311615
200,0,0,1.288878,103.834491,SIN,18.997660257661483
201,3000.0,300.0,-33.895031,151.194608,SYD,5.906236089478822
202,0,0,37.9841493,23.7279843,ATH,19.71051345142216
203,0,30.0,40.761119,-73.986718,NYC,9.77541410235101
204,0,60.0,37.518081,-122.277234,SFO,14.148217759552491
205,0,0,48.8566101,2.3514992,PAR,14.157723779265218
206,0,30.0,40.757624,-73.989125,NYC,10.051952027665381
207,0,0,51.48,0.0,LON,4.749680830779299
208,0,30.0,36.109755,-115.173877,LAS,3.838791171875729
209,0,0,25.7929198,-80.1353006,MIA,15.548464251627024
210,0,0,41.385221,2.194219,BCN,13.76248307211941
211,0,30.0,52.501107,13.450851,BER,12.815906791242998
212,3000.0,300.0,1.293685,103.857279,SIN,16.446446298063893
213,0,30.0,36.011226,-115.17524,LAS,7.938448494402964
214,0,30.0,51.515649,-0.120532,LON,12.221159993098683
215,0,0,1.29317,103.857672,SIN,16.4280982352657
216,0,30.0,52.5170365,13.3888599,BER,8.325486463447099
217,12500.0,300.0,25.225756,55.284203,DXB,8.608408735751746
218,12500.0,300.0,25.962342,-80.279868,MIA,18.83842611762253
219,0,30.0,52.50157,13.382959,BER,9.126978261027947
220,0,30.0,39.451183,-0.358196,VLC,11.411151927563715
221,0,30.0,25.223503,55.349906,DXB,3.568946051649087
222,0,0,37.349642,-121.938988,SFO,48.755861943848906
223,0,30.0,51.498525,-0.190876,LON,17.054814101152946
224,0,30.0,48.875291,2.320053,PAR,13.714808888944779
225,0,30.0,49.98289,8.168,FRA,29.309371863829615
226,0,0,48.826294,2.346419,PAR,11.701698045406784
227,0,0,53.475714,-2.226676,MAN,13.9395891176108
228,50000.0,50.0,18.989242,72.815087,BOM,12.374094080126783
229,12500.0,300.0,36.1662859,-115.149225,LAS,9.586564101236519
230,3000.0,300.0,34.031245,-118.266532,LAX,16.35521953847615
231,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
232,0,20.0,51.519413,-0.126957,LON,12.708247758488582
233,0,0,52.510325,13.428691,BER,11.003778962520842
234,35000.0,0,18.989242,72.815087,BOM,12.374094080126783
235,14500.0,150.0,53.465576,-2.338893,MAN,13.142342457496861
236,0,30.0,33.800672,-117.920873,LAX,47.658118973022916
237,0,0,37.787802,-122.408812,SFO,19.004230615290908
238,0,30.0,36.121174,-115.169653,LAS,4.834644725153293
239,0,0,25.771329,-80.189463,MIA,10.414702616842911
240,0,30.0,48.831785,2.339956,PAR,12.401563027323297
241,0,30.0,-33.872242,151.197869,SYD,8.435197315086548
242,0,30.0,40.758618,-73.98622,NYC,9.78926177471081
243,35000.0,0,51.5073219,-0.1276474,LON,12.662423481473173
244,0,0,-33.87742,151.202722,SYD,7.99701205042851
245,0,30.0,41.907501,12.481507,ROM,15.254191171574776
246,0,30.0,48.845585,2.339632,PAR,13.90319113308792
247,750.0,35.0,47.562614,-122.625233,SEA,26.904090646259174
248,0,30.0,1.311824,103.836476,SIN,18.023636313501463
249,0,0,51.51484,-0.0941,LON,10.39202416801278
250,6847.0,0,48.8566101,2.3514992,PAR,14.157723779265218
251,0,30.0,40.807743,-73.959721,NYC,8.08264346334751
252,0,30.0,41.388209,2.129789,BCN,10.999810179137055
253,35000.0,0,37.802173,-122.272918,SFO,22.25965793442587
254,0,30.0,34.045518,-118.266435,LAX,17.364881114985074
255,2500.0,250.0,40.757777,-74.002591,NYC,11.158473515913292
256,0,30.0,40.7308619,-73.9871558,NYC,10.938998375331492
257,0,30.0,51.535472,-0.104971,LON,11.584052066306716
258,0,30.0,52.496924,13.453982,BER,13.238443809658374
259,0,0,48.8566101,2.3514992,PAR,14.157723779265218
260,12500.0,300.0,33.778313,-117.940239,LAX,46.89095771824082
261,0,30.0,53.315717,-2.089631,MAN,13.00957914600486
262,0,30.0,47.611914,-122.337739,SEA,18.24312903167185
263,0,30.0,51.524559,-0.13404,LON,13.274282062654159
264,0,30.0,25.0750095,55.1887608818,DXB,26.519608774126315
265,0,0,-33.861286,151.206537,SYD,9.816715458499834
266,35000.0,0,1.283563,103.860687,SIN,16.568761913437264
267,0,0,40.740543,-73.995756,NYC,11.145273966351473
268,200.0,1.0,47.649148,-122.691095,SEA,36.29972337480951
269,0,0,40.561775,-74.32564,NYC,19.665053008800765
270,3000.0,300.0,51.493341,-0.183343,LON,16.571129105039276
271,0,30.0,19.1334321,72.8882172,BOM,5.412884884611564
272,0,0,25.789111,-80.129289,MIA,16.15695162674457
273,0,30.0,51.518759,-0.1446,LON,13.912730750195472
274,0,30.0,47.655335,-122.30352,SEA,22.946942359916665
275,0,0,51.5073219,-0.1276474,LON,12.662423481473173
276,3000.0,300.0,51.185233,0.066659,LON,16.359820998472888
277,0,0,51.500639,-0.093823,LON,10.333167281596007
278,10005.0,700.0,51.496283,-0.210726,LON,17.628389011712994
279,0,0,13.7397107,100.5112057,BKK,21.830324113489038
280,3000.0,300.0,51.54063195,0.7161146725,LON,3.704714159729034
281,0,30.0,51.510654,-0.076958,LON,9.171185094557378
282,100000.0,300.0,37.953225,23.958424,ATH,2.233902547213448
283,12500.0,300.0,48.862578,2.33497,PAR,14.197109283435063
284,0,0,22.530732,114.059951,HKG,28.817168744162743
285,0,30.0,-33.881828,151.202729,SYD,7.5305394692953165
286,35000.0,0,48.830432,2.28781,PAR,13.671390883230023
287,0,30.0,37.78913,-122.40725,SFO,19.12922357064267
288,35000.0,0,51.1963,0.741581,LON,41.831294891371925
289,0,30.0,37.778595,-122.38927,SFO,17.79056791896492
290,0,0,51.425673,-0.563063,LON,8.606047272069091
291,0,30.0,51.505697,-0.101504,LON,10.851302543754159
292,5000.0,150.0,19.151349,72.855393,BOM,7.089107039566699
293,12500.0,300.0,40.534627,-74.505852,NYC,33.437657982066376
294,0,30.0,51.508112,-0.075949,LON,9.087641415615812
295,0,0,47.261764,-122.481455,SEA,24.54038865047182
296,3000.0,300.0,51.235878,-0.572209,LON,27.199985005203988
297,0,30.0,51.507868,-0.13795,LON,13.376447299143384
298,0,0,-33.864572,151.202116,SYD,9.356906211878389
299,0,0,34.052784,-118.255893,LAX,18.627857268170334
300,0,30.0,25.212395,55.279534,DXB,9.64632321715314
301,92912.0,1717.0,36.131998,-115.151681,LAS,5.770753335580742
302,28350.0,0,36.1662859,-115.149225,LAS,9.586564101236519
303,3000.0,300.0,40.70365,-73.979681,NYC,12.176887122617991
304,0,30.0,50.107231,8.760652,FRA,15.861556421305982
305,27000.0,1350.0,51.50846,0.029846,LON,1.7949006937740153
306,0,30.0,37.991254,23.733553,ATH,19.47275436155014
307,0,30.0,48.840355,2.311278,PAR,13.937825288934278
308,3000.0,300.0,37.5038896,-122.4780699,SFO,15.696116911198848
309,3000.0,70.0,52.5170365,13.3888599,BER,8.325486463447099
310,0,0,41.236681,1.823749,BCN,22.323450664242394
311,0,0,51.520742,-0.143588,LON,13.868381751030004
312,0,0,37.405161,-121.976592,SFO,42.429221662114095
313,0,0,37.43181,-122.175758,SFO,27.239065259282256
314,0,30.0,52.50383,13.380319,BER,8.822959993454255
315,0,0,51.50732,-0.020915,LON,5.278170939165616
316,0,0,36.102576,-115.170253,LAS,2.9892086660472916
317,3000.0,20.0,40.894266,-74.220316,NYC,22.85211880366342
318,0,0,39.09611,-0.220091,VLC,49.17357503955331
319,12500.0,300.0,34.155124,-118.825284,LAX,45.133282612690216
320,0,30.0,-33.8548157,151.2164539,SYD,10.783489079707433
321,7500.0,250.0,37.973764,23.85449,ATH,8.918515972357126
322,0,120.0,51.5073219,-0.1276474,LON,12.662423481473173
323,3000.0,100.0,36.250547,-115.244951,LAS,20.708222690167002
324,0,0,51.525795,-0.14537,LON,14.070011995659181
325,300.0,15.0,52.188938,-0.45476,LON,35.43850324233342
326,0,30.0,1.3408528,103.8784468637,SIN,12.887602867904425
327,0,30.0,47.615916,-122.191856,SEA,20.538246862286165
328,3000.0,300.0,51.395921,-1.099456,LON,44.966905559487294
329,0,0,13.7538929,100.8160803,BKK,11.00905352917572
330,0,30.0,37.7749295,-122.4194155,SFO,17.773552103799283
331,0,4.0,51.469331,-0.178935,LON,16.70273891106247
332,0,0,51.535468,-0.10506,LON,11.589817850381422
333,0,30.0,1.293685,103.857279,SIN,16.446446298063893
334,0,30.0,40.708226,-74.013305,NYC,13.216110286047677
335,500.0,40.0,34.040542,-118.2555,LAX,17.7907336294621
336,0,30.0,51.507601,-0.132263,LON,12.982358888471568
337,12500.0,300.0,52.096007,0.13543,LON,24.433575167469588
338,0,0,52.5170365,13.3888599,BER,8.325486463447099
339,0,0,52.5170365,13.3888599,BER,8.325486463447099
340,0,0,51.854978,-0.235975,LON,9.349155398732757
341,2500.0,150.0,40.757777,-74.002591,NYC,11.158473515913292
342,0,30.0,1.283563,103.860687,SIN,16.568761913437264
343,12500.0,300.0,37.783103,-122.404059,SFO,18.42570344761754
344,10000.0,750.0,40.709613,-73.986472,NYC,12.186610590541779
345,0,0,41.906242,12.516884,ROM,13.523839659147644
346,35000.0,500.0,51.491966,-0.220088,LON,16.915713851288572
347,3000.0,300.0,51.657781,-0.348593,LON,22.23940342079142
348,0,0,52.540486,13.262067,BER,2.7510679516347802
349,0,30.0,40.757624,-73.989125,NYC,10.051952027665381
350,0,0,13.746724,100.528938,BKK,20.279139132317255
351,0,0,51.54219,-0.170286,LON,16.135639394060366
352,0,30.0,33.878889,-117.88203,LAX,49.04970854178453
353,21000.0,200.0,33.789532,-117.916626,LAX,48.451945562435476
354,3000.0,300.0,51.48183,-0.127135,LON,12.895309748233167
355,3000.0,300.0,50.829191,-0.112578,LON,35.875879719041926
356,0,0,51.511182,-0.076316,LON,9.130813252586568
357,0,30.0,41.380896,2.12282,BCN,10.026711012939513
358,12500.0,300.0,25.227185,55.288806,DXB,8.119068122252738
359,3000.0,300.0,34.118704,-118.249051,LAX,24.462595477090083
360,3000.0,300.0,51.84027,-0.157521,LON,14.975353258611241
361,0,0,22.336231,114.173125,HKG,26.724506852838267
362,0,0,51.5073219,-0.1276474,LON,12.662423481473173
363,0,30.0,1.290492,103.858258,SIN,16.485663591128045
364,0,0,50.86709,-0.087914,LON,32.05735149625397
365,0,0,41.236681,1.823749,BCN,22.323450664242394
366,0,30.0,37.967713,23.73237,ATH,18.922629212047724
367,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
368,11039.0,300.0,37.386,-122.084,SFO,36.47193113992204
369,0,30.0,37.957373,23.718229,ATH,19.977410046019717
370,0,30.0,36.011226,-115.17524,LAS,7.938448494402964
371,12500.0,300.0,41.806996,12.329407,ROM,7.540001590008312
372,0,50.0,19.134323,72.901328,BOM,6.170409260391642
373,12500.0,300.0,51.418789,-0.407363,LON,6.891863964282918
374,35000.0,0,1.283563,103.860687,SIN,16.568761913437264
375,0,0,52.51398,13.394239,BER,8.818607176615657
376,0,0,40.478496,-74.427003,NYC,32.28067388129932
377,0,30.0,52.520431,13.416334,BER,9.73381751344532
378,0,30.0,40.7607,-73.985273,NYC,9.664569826340731
379,0,0,52.496924,13.453982,BER,13.238443809658374
380,0,0,-33.873366,151.199391,SYD,8.347212331527212
381,12000.0,0,41.3828939,2.1774322,BCN,12.62067564232171
382,0,30.0,-33.881907,151.209405,SYD,7.738740198998074
383,0,30.0,25.0750095,55.1887608818,DXB,26.519608774126315
384,0,30.0,51.479108,-0.156498,LON,14.948178057013624
385,3000.0,300.0,37.829432,-122.370302,SFO,23.40267643088554
386,0,0,25.264943,55.311028,DXB,5.534406395948553
387,0,0,22.1901865,113.5458476,HKG,40.21962538012512
388,0,0,1.296643,103.776394,SIN,24.912551481261122
389,0,30.0,-33.872052,151.209633,SYD,8.766966870027577
390,0,30.0,51.504625,-0.081436,LON,9.462672298525664
391,3000.0,300.0,51.25043,-0.767968,LON,32.41659964701667
392,0,30.0,36.129075,-115.16529,LAS,5.575003470764448
393,0,30.0,1.278275,103.850772,SIN,17.817609411136104
394,0,30.0,48.895595,2.3879,PAR,9.089317269034234
395,0,0,34.054935,-118.244476,LAX,19.584148339690596
396,125000.0,148.0,-33.845323,151.069308,SYD,14.978974051715275
397,35000.0,0,33.765264,-118.189339,LAX,28.21520550039038
398,3000.0,300.0,40.742164,-73.989894,NYC,10.619719517917007
399,0,0,51.5073219,-0.1276474,LON,12.662423481473173
400,0,30.0,51.502304,-0.000434,LON,3.870443215370743
401,0,30.0,36.121174,-115.169653,LAS,4.834644725153293
402,0,30.0,1.293685,103.857279,SIN,16.446446298063893
403,0,30.0,36.1662859,-115.149225,LAS,9.586564101236519
404,0,30.0,36.121545,-115.166255,LAS,4.783005521362605
405,3000.0,300.0,52.498687,13.375016,BER,8.995295855531461
406,0,30.0,53.475417,-2.250682,MAN,13.629682101143198
407,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
408,0,0,51.507351,-0.127758,LON,12.670130806235505
409,0,30.0,25.264955,55.322138,DXB,4.459650122018973
410,0,30.0,48.830466,2.33807,PAR,12.292355481074823
411,3000.0,300.0,52.074397,-0.629308,LON,28.50674119207348
412,0,30.0,40.693317,-73.992277,NYC,13.736079821084422
413,12500.0,300.0,22.530732,114.059951,HKG,28.817168744162743
414,0,30.0,1.293685,103.857279,SIN,16.446446298063893
415,0,0,51.426497,-0.987316,LON,36.73645823038593
416,0,60.0,49.779582,8.372005,FRA,31.596060712579
417,0,60.0,1.333525,103.959537,SIN,4.255986273956218
418,0,0,52.53213,13.344344,BER,4.906066178541444
419,3000.0,300.0,40.81284,-74.074209,NYC,15.569395852999378
420,0,0,51.538949,-0.057843,LON,8.674921595130751
421,0,30.0,51.5073219,-0.1276474,LON,12.662423481473173
422,12500.0,300.0,22.530732,114.059951,HKG,28.817168744162743
423,0,30.0,1.29318,103.77365,SIN,25.30258767339995
424,0,30.0,-33.891662,151.224803,SYD,7.489585494221859
425,500.0,200.0,52.473107,13.458782,BER,11.218203840208059
426,3000.0,300.0,21.0277644,105.8341598,HAN,21.69286697985628
427,0,30.0,51.517064,-0.095271,LON,10.500325425716767
428,0,0,40.7308619,-73.9871558,NYC,10.938998375331492
429,3000.0,300.0,36.085935,-115.01731,LAS,12.121160414100704
430,0,30.0,51.50995,-0.119235,LON,12.088915240175174
431,0,30.0,25.200098,55.275117,DXB,10.723731576708785
432,0,60.0,51.5432402,-0.0493621,LON,8.378988243697341
433,0,0,22.1630451,113.5557149826,HKG,40.37992117966479
434,0,0,48.830432,2.28781,PAR,13.671390883230023
435,12500.0,300.0,40.534627,-74.505852,NYC,33.437657982066376
436,35000.0,0,51.52063,-0.091594,LON,10.30562843838876
437,0,30.0,19.1334321,72.8882172,BOM,5.412884884611564
438,3000.0,300.0,40.7352157,-73.6883239,NYC,13.07245248774044
439,0,0,50.821419,-0.147375,LON,36.44940342987456
440,3000.0,300.0,37.820592,-121.996036,SFO,40.16866608242167
441,0,30.0,51.512743,-0.099666,LON,10.755070798668998
442,35000.0,0,34.0923014,-118.3692894,LAX,17.034791466378298
443,125000.0,0,36.108814,-115.153809,LAS,3.196871706583342
444,0,30.0,34.049389,-118.258664,LAX,18.18762928156701
445,3000.0,300.0,37.787795,-122.402906,SFO,18.929087909283325
446,12500.0,300.0,52.538863,13.384797,BER,6.96211137973265
447,0,30.0,25.0750095,55.1887608818,DXB,26.519608774126315
448,4917.0,0,36.1662859,-115.149225,LAS,9.586564101236519
449,12500.0,300.0,48.833708,2.287009,PAR,14.018005180834457
